ID Number,Number,Image,Topic,Reading,Front,Back,
3214,416,Y,Financial Statement Analysis,32,What is the annual depreciation expense using the straight-line method of depreciation?,The equation is:,EndOfLine
3215,417,,Financial Statement Analysis,32,What is the residual value of an asset?,"The residual value of an asset is its salvage value, or the estimated future market value of an asset at the end of its useful life. ",EndOfLine
3216,418,Y,Financial Statement Analysis,32,"What is the annual depreciation expense of an asset, using double declining balance method depreciation?","Annual depreciation expense by this method is typically calculated by doubling the expense at the straight-line rate of depreciation, assuming the asset has no residual value (even if it will have salvage value), applying that expense to the net book value of the asset. In each successive year, the depreciation expense should again be twice the straight-line rate, using net book value (instead of total cost) and no residual value for the asset. Depreciation expense at the end of an asset's useful life should not exceed the amount required to make net book value equal to the asset's real salvage value. NLNThe depreciation in any year can be expressed as:",EndOfLine
3217,419,,Financial Statement Analysis,32,What is basic EPS?,Basic EPS is the income available to common shareholders divided by the weighted average number of common shares outstanding over a period. NLNBasic EPS = (Net Income - Preferred Dividends) / Weighted Avg Number of Shares Outstanding ,EndOfLine
3218,420,,Financial Statement Analysis,32,What is diluted EPS?,"Diluted EPS is adjusted income available for ordinary shares, reflecting conversion of dilutive securities, divided by the weighted average number of ordinary and potential ordinary shares outstanding.",EndOfLine
3219,421,,Financial Statement Analysis,32,How are items expressed in a common-size income statement?,A common-size income statement expresses all items as a percentage of sales.,EndOfLine
3220,422,,Financial Statement Analysis,32,What is the gross profit margin equation?,Gross Profit Margin = Gross Profit / Net Sales NLNNote: Gross profit is net sales minus cost of goods sold.,EndOfLine
3221,423,,Financial Statement Analysis,32,What is the operating profit margin equation?,Operating Profit Margin = Operating Profit (EBIT) / net sales NLNNote: Operating profit is gross profit minus operating expense.,EndOfLine
3222,424,,Financial Statement Analysis,32,What is the net profit margin equation?,Net Profit Margin = Net Income / Revenue,EndOfLine
3223,425,,Financial Statement Analysis,32,What is pretax margin?,Pretax Margin = EBT / Revenue,EndOfLine
3224,426,,Financial Statement Analysis,32,What is comprehensive income?,"Comprehensive income is the change in equity during a period from transactions and other non-owner sources. That is, comprehensive income is all changes in equity except investments by and distributions to owners. Comprehensive income includes net income and other comprehensive income.",EndOfLine
3225,427,,Financial Statement Analysis,32,What four types of items are included in other comprehensive income?,"The four types of items included in other comprehensive income are: foreign currency translation adjustments, minimum pension liability adjustments, unrealized gains or losses on derivatives used as hedges, and unrealized gains or losses on available-for-sale securities.",EndOfLine
3226,428,,Financial Statement Analysis,32,What is other comprehensive income?,Other comprehensive income is the cumulative amount of revenues and expenses that bypass net income.,EndOfLine
3300,429,,Financial Statement Analysis,33,What is the difference between a current and noncurrent asset?,"Current assets are those expected to be used up or liquidated within one year. NLNNLNNoncurrent assets, also called long-term assets, are used up or liquidated in more than one year.",EndOfLine
3301,430,,Financial Statement Analysis,33,What is the difference between a current and noncurrent liability?,Current liabilities are expected to be settled within a year of the balance sheet date or are held for the primary purpose of being traded. NLNNLNNoncurrent liabilities are not due to be settled within one year.,EndOfLine
3302,431,,Financial Statement Analysis,33,What is the fair value of an asset?,Fair value is the current market value of an asset as of the balance sheet date. It is the price for which it could be sold or replaced.,EndOfLine
3303,432,,Financial Statement Analysis,33,What is the historical cost of an asset?,Historical cost is the value originally paid for an asset at acquisition.,EndOfLine
3304,433,,Financial Statement Analysis,33,What are notes payable?,"Notes payable are short-term liabilities, amounts owed to creditors as a result of borrowings other than those from trade credit.",EndOfLine
3305,434,,Financial Statement Analysis,33,What are accounts payable?,Accounts payable are current liabilities in the amount owed to vendors for goods and services already received.,EndOfLine
3306,435,,Financial Statement Analysis,33,What is the current portion of noncurrent liabilities?,The current portion of noncurrent liabilities is the payment (on that long-term debt) coming due within a year from the balance sheet date.,EndOfLine
3307,436,,Financial Statement Analysis,33,What are current taxes payable?,Current taxes payable are tax expenses that have been determined through the income statement but which have not been paid.,EndOfLine
3308,437,,Financial Statement Analysis,33,What are accrued liabilities?,Accrued liabilities are expenses that have been recorded on the income statement but which haven't been paid yet because there is no legal obligation to pay them as of the balance sheet date. Wages payable is one example of a typical accrued liability.,EndOfLine
3309,438,,Financial Statement Analysis,33,What are tangible assets and how are they carried on the balance sheet?,"Tangible assets are physical, noncurrent assets that are used in operations. They are carried at historical cost minus accumulated depreciation.",EndOfLine
3310,439,,Financial Statement Analysis,33,What is an intangible asset? How should it be carried on the balance sheet?,"An intangible asset is a nonphysical, noncurrent asset purchased by a company. An intangible asset with a finite useful life is amortized. One with an indefinite useful life should be tested for impairment annually.",EndOfLine
3311,440,,Financial Statement Analysis,33,What unidentifiable tangible asset is seen most often in financial statements?,Goodwill.,EndOfLine
3312,441,,Financial Statement Analysis,33,A patent is what type of intangible asset?,A patent is an identifiable intangible asset.,EndOfLine
3313,442,,Financial Statement Analysis,33,What is an identifiable intangible asset?,"An identifiable intangible asset is one that is expected to provide reliable, measurable future economic benefits. It is typically created or specifically purchased by the company.",EndOfLine
3314,443,,Financial Statement Analysis,33,What is mark-to-market?,Mark-to-market is the process of adjusting most trading securities or liabilities to reflect current market fair values.,EndOfLine
3315,444,,Financial Statement Analysis,33,What are the five potential components of the owners' equity section of the balance sheet?,"The five components are: Capital contributed by owners, minority interest, retained earnings, treasury stock (or own shares repurchased), and accumulated comprehensive income.",EndOfLine
3316,445,,Financial Statement Analysis,33,Unrealized gains or losses on available-for-sale investments would be fully expounded in what financial statement?,"The statement of changes in shareholders' equity. All items that are normally included in other comprehensive income are detailed in the statement of changes in shareholders' equity. NLNNLNNote: other comprehensive income, as one line item, is on the income statement.",EndOfLine
3317,446,,Financial Statement Analysis,33,Reconciliation of the carrying amount of all classes of equity capital can be found in what financial statement?,The statement of changes in shareholder's equity.,EndOfLine
3318,447,,Financial Statement Analysis,33,How are accounts expressed in a common-size balance sheet?,A common-size balance sheet expresses all accounts as a percentage of total assets.,EndOfLine
3400,448,,Financial Statement Analysis,34,What is primary purpose of the cash account in the statement of cash flows?,"The cash account provides information concerning:NLN1. Cash received and cash paid.NLN2. Operating, investing, and financing activities.",EndOfLine
3401,449,,Financial Statement Analysis,34,How is the statement of cash flows important in the investment decision making process? ,The statement of cash flows indicates whether or not: NLN1. Regular operations generate enough cash to sustain the business.NLN2. There is enough cash to pay debts as they mature.NLN3. The company needs additional financing.NLN4. Unexpected obligations (such as lawsuit settlement charges) can be met.NLN5. The firm can take advantage of new business opportunities as they arise.,EndOfLine
3402,450,,Financial Statement Analysis,34,Net cash flow from operations focuses on:,Liquidity of the company rather than on profitability.,EndOfLine
3403,451,,Financial Statement Analysis,34,Income taxes are what type of cash flow activity?,"Income taxes are an operating cash flow, even if some arise from financing or investing.",EndOfLine
3404,452,,Financial Statement Analysis,34,What does Cash Flow from Investing (CFI) represent?,CFI represents the buying or selling of productive assets (physical assets and capital).,EndOfLine
3405,453,,Financial Statement Analysis,34,Cash flow surrounding fixed assets is what type of cash flow?,Cash Flow from Investing (CFI).,EndOfLine
3406,454,,Financial Statement Analysis,34,Capital expenditures on long term assets are what type of cash flow?,Cash Flow from Investing (CFI).,EndOfLine
3407,455,,Financial Statement Analysis,34,Cash flows from investments in joint ventures and affiliates are what type of cash flow?,Cash Flow from Investing (CFI).,EndOfLine
3408,456,,Financial Statement Analysis,34,Cash flows from long term investments in securities are what type of cash flow?,Cash Flow from Investing (CFI).,EndOfLine
3409,457,,Financial Statement Analysis,34,Cash inflows from issuing long term debt and equity are what type of cash flow?,Cash Flow from Financing (CFF).,EndOfLine
3410,458,,Financial Statement Analysis,34,Dividends paid are what type of cash flow?,Cash Flow from Financing (CFF).,EndOfLine
3411,459,,Financial Statement Analysis,34,Payments for businesses acquired are what type of cash flow?,Cash Flow from Investing (CFI).,EndOfLine
3412,460,,Financial Statement Analysis,34,Stock buybacks are what type of cash flow?,Cash Flow from Financing (CFF).,EndOfLine
3413,461,,Financial Statement Analysis,34,Interest expenses are what type of cash flow?,Cash Flow from Operating (CFO).,EndOfLine
3414,462,,Financial Statement Analysis,34,Expenses paid for the inputs of production are what type of cash flow?,Cash Flow from Operating (CFO).,EndOfLine
3415,463,,Financial Statement Analysis,34,What is the direct method of determining cash flow from operations?,The direct method is to add all specific operational cash inflows and subtract cash outflows to derive net cash flow from operations.,EndOfLine
3416,464,,Financial Statement Analysis,34,What is the indirect method of determining cash flow from operations?,"The indirect method is to begin with net income and make adjustments to derive operating cash flow. Adjustments are made for noncash items, non-operating items, and for net changes in accruals. NLNNLNNote: The indirect method is useful because it facilitates forecasting cash flows indirectly by forecasting for net income first.",EndOfLine
3417,465,,Financial Statement Analysis,34,How do you deal with deferred tax in the indirect method for determining operating cash flow?,Add deferred taxes back to net income because it is a non-cash expense.,EndOfLine
3418,466,,Financial Statement Analysis,34,What is free cash flow (FCF)?,"Free cash flow attempts to measure the cash available for discretionary purposes, which is total cash flow minus those cash flows necessary to maintain the firm's present productive capacity.NLNFCF = Operating Cash Flow - Net Capital ExpendituresNLNNLNAnd,NLNNet Capital Expenditures = Total Capital Expenditures - After-tax Proceeds from Asset Sales",EndOfLine
3500,467,,Financial Statement Analysis,35,What equation describes the relationship between beginning inventory and ending inventory?,Ending Inventory = Beginning Inventory + Purchases - COGS NLNorNLNBeginning Inventory + Purchases = COGS + Ending Inventory,EndOfLine
3501,468,,Financial Statement Analysis,35,What is LIFO?,"Last-in, First-out (LIFO) is an accounting choice for handling inventory and COGS. It assumes that the items last purchased are the first sold, and ending inventory is made up of the earliest items purchased.",EndOfLine
3502,469,,Financial Statement Analysis,35,What is FIFO?,"First-in, First-out (FIFO) is an accounting choice for handling inventory and COGS. It assumes that the oldest outstanding items purchased are the first ones sold, and ending inventory is made up of those most recently purchased.",EndOfLine
3503,470,,Financial Statement Analysis,35,What is the weighted average cost approach to inventory and COGS?,"By the weighted-average cost approach, the same average cost is applied to items sold and those left in inventory. The cost is weighted by the number of items purchased at their different prices.",EndOfLine
3504,471,,Financial Statement Analysis,35,Which accounting method (LIFO or FIFO) leads to higher COGS in periods of economic growth and steady inflation? ,LIFO leads to higher cost of goods sold during periods of healthy inflation.,EndOfLine
3505,472,,Financial Statement Analysis,35,Which accounting method (LIFO or FIFO) typically leads to a higher current ratio?,FIFO will lead to a higher current ratio since inventory accounts will be larger than when using LIFO.,EndOfLine
3506,473,,Financial Statement Analysis,35,"In periods of inflation, which accounting choice inflates net income, FIFO or LIFO?",FIFO inflates income because COGS is lower.,EndOfLine
3507,474,,Financial Statement Analysis,35,Which accounting method (LIFO or FIFO) gives the balance sheet a more accurate measure of inventory value in periods of inflation?,"FIFO assumes that the most recent purchases are left in inventory, so inventory is closer to current market value for those items.",EndOfLine
3508,475,,Financial Statement Analysis,35,"Income taxes are higher when using FIFO over LIFO, in a typical inflationary economic environment?",Income taxes are higher with FIFO.,EndOfLine
3509,476,,Financial Statement Analysis,35,"Working capital is higher or lower when using FIFO or LIFO, in a typical inflationary economic environment?",Working capital is higher with FIFO.,EndOfLine
3510,477,,Financial Statement Analysis,35,"Cash flow is higher or lower when using FIFO or LIFO, in a typical inflationary economic environment?",Cash flow is higher with LIFO.,EndOfLine
3511,478,,Financial Statement Analysis,35,What is the LIFO reserve?,The LIFO reserve is the amount that would be added to the inventory balance on the balance sheet (when using LIFO) to make it the amount that would have been reported if the company were using FIFO.NLNLIFO Reserve = Inventory Balance by FIFO - Inventory Balance by LIFO.,EndOfLine
3512,479,,Financial Statement Analysis,35,"Between beginning inventory, ending inventory, purchases, and COGS, which is the same using LIFO and FIFO?",Purchases.,EndOfLine
3513,480,,Financial Statement Analysis,35,How do you calculate LIFO COGS using FIFO COGS?,LIFO COGS = FIFO COGS + (FIFO Beginning Inventory x Inflation Rate),EndOfLine
3514,481,,Financial Statement Analysis,35,How do you calculate LIFO COGS using weighted average cost COGS?,LIFO COGS = weighted average cost COGS + (weighted average cost of beginning Inventory x half of the inflation rate),EndOfLine
3515,482,,Financial Statement Analysis,35,What is the LIFO effect?,"The LIFO effect is the change in LIFO reserves. It is the result of liquidation of inventory or falling prices for inputs, when using the LIFO accounting method.",EndOfLine
3600,483,,Financial Statement Analysis,36,Is net cash flow larger or smaller when capitalizing expenditures on long-lived assets?,"Net cash flow is the same, whether or not the company capitalizes long-lived assets.",EndOfLine
3601,484,,Financial Statement Analysis,36,How does the capitalization of long-lived assets affect the components of cash flow?,"Cash expenditures on capitalized, long-lived assets are included in cash flow from investing and not cash flow from operations. If the assets had been expensed, those expenditures would be cash flows from operations. Therefore, CFO will be higher when capitalizing assets.",EndOfLine
3602,485,,Financial Statement Analysis,36,"According to SFAS 86, how should a company handle costs incurred to establish the technological or economic feasibility of software?","These costs should be expensed (in CFO) as incurred, similar to R&D costs.",EndOfLine
3603,486,,Financial Statement Analysis,36,"Once economic or technological feasibility has been established, how might a company handle subsequent costs?",These costs could be capitalized as part of product inventory and amortized appropriately.,EndOfLine
3604,487,,Financial Statement Analysis,36,Are costs of purchasing brands and trademarks capitalized or expensed.,These costs are capitalized.,EndOfLine
3605,488,,Financial Statement Analysis,36,Can advertising costs be amortized?,"No. As with R&D, the benefits of advertising costs are uncertain and not adequately measurable, so the costs must be expensed as incurred.",EndOfLine
3606,489,,Financial Statement Analysis,36,The purchase of franchise licenses and similar license rights should be capitalized or expensed?,"These costs should be capitalized, since the future benefits are mostly measurable, lasting the duration of ownership.",EndOfLine
3607,490,,Financial Statement Analysis,36,How is pretax income affected by the adjustment from capitalization to expense?,The expenditures on capitalized assets are deducted and the amortized amount is added back to pretax income. This is equivalent to deducting the change in the net (unamortized) asset accounts.,EndOfLine
3608,491,,Financial Statement Analysis,36,How is the assets account affected by the adjustment from capitalization to expense?,"Deduct the net unamortized assets from the assets account, since these assets are now being treated as if they were originally expensed.",EndOfLine
3609,492,,Financial Statement Analysis,36,How is the liabilities account affected by the adjustment from capitalization to expense?,"If assets were capitalized for tax purposes and to create a deferred tax liability, then that liability must be removed. Deduct the net unamortized assets multiplied by the tax rate from the liability account.",EndOfLine
3610,493,,Financial Statement Analysis,36,How is equity affected by the adjustment from capitalization to expense?,Deduct the net unamortized assets multiplied by [1-tax rate]  from the equity account. Note that this is the same adjustment as the one made to net income. Remember that expenses are tax deductible.,EndOfLine
3611,494,,Financial Statement Analysis,36,How is net income affected by the adjustment from capitalization to expense?,Deduct the net unamortized assets multiplied by [1-tax rate]  from net income. Remember that expenses are tax deductible.,EndOfLine
3612,495,,Financial Statement Analysis,36,How is pretax income affected by the adjustment from expense to capitalization?,Assumptions must be made as to the length of benefits and the amortization schedule of all relevant (still amortizing) capitalized expenditures. Pretax income would be increased by the capitalized costs made in the current year minus the amortizations in that year (of previous expenditures).,EndOfLine
3613,496,,Financial Statement Analysis,36,How is net income affected by the adjustment from expense to capitalization?,"Assumptions must be made as to the length of benefits and the amortization schedule of all relevant (still amortizing) capitalized expenditures. Take the capitalized costs made in the current year minus the amortizations in that year (of previous expenditures), multiplied by [1-tax rate], and add this to net income.",EndOfLine
3614,497,,Financial Statement Analysis,36,How is the assets account affected by the adjustment from expense to capitalization?,Increase assets by total capitalized expenditures minus accumulated amortization (including amortization of costs incurred in the current year).,EndOfLine
3615,498,,Financial Statement Analysis,36,How is the liabilities account affected by the adjustment from expense to capitalization?,"Take the increase in assets (total capitalized expenditures minus accumulated amortization) multiplied by the tax rate, and add this to liabilities.",EndOfLine
3616,499,,Financial Statement Analysis,36,How is equity affected by the adjustment from expense to capitalization?,"Take the increase in assets (total capitalized expenditures minus accumulated amortization) multiplied by [1-tax rate], and add this to equity.",EndOfLine
3617,500,,Financial Statement Analysis,36,How is the cash flow statement affected by the adjustment from expense to capitalization?,"Add all capitalized costs to CFO, and deduct the same amount from CFI.",EndOfLine
3618,501,,Financial Statement Analysis,36,Are patents and copyrights capitalized or expensed?,"The cost of acquiring patents and copyrights from other companies can be fully capitalized. However, when developing patents and copyrights internally, only the legal fees incurred in registering them can be capitalized (similar to the treatment of R&D).",EndOfLine
3619,502,,Financial Statement Analysis,36,How are R&D costs treated in financial statements according to U.S. GAAP?,"According to SFAS 2, almost all R&D costs must be expensed in the period they are incurred. This is because the future economic benefits are uncertain and hard to measure.",EndOfLine
3620,503,,Financial Statement Analysis,36,How are R&D costs treated outside of the United States?,"Research costs must be expensed, according to IAS 9, but development costs must be capitalized when such criteria is met: the product or process is clearly defined, the costs can be specifically identified, the technical feasibility is founded, the firm intends to produce the product (or implement the process), the market has been defined, the firm has sufficient resources to complete the project.",EndOfLine
3700,504,,Financial Statement Analysis,37,What is depletion?,Depletion refers to the carrying costs of natural resources; these costs are allocated to accounting periods using the units-of-production method.,EndOfLine
3701,505,,Financial Statement Analysis,37,How does accelerated depreciation affect a company's return ratios early on?,"Accelerated depreciation decreases net income early on, and so return ratios would be smaller than they would be if the company were using the straight-line method of depreciation.",EndOfLine
3702,506,,Financial Statement Analysis,37,How would a more conservative company determine the depreciable lives and salvage values of its capitalized assets? ,Shorter lives and lower salvage values are more conservative since they lead to higher depreciation expense.,EndOfLine
3703,507,,Financial Statement Analysis,37,How must a company adjust its financial statements when it changes depreciation methods?,A company that changes depreciation methods must show the cumulative effect of the change in separate reports and net of taxes.,EndOfLine
3704,508,,Financial Statement Analysis,37,How must a company adjust its financial statements when it changes assets' useful lives or salvage values?,"Such changes are not considered changes in principle and are in fact only impacting future earnings. Therefore, retroactive and cumulative effects are not recognized.",EndOfLine
3705,509,,Financial Statement Analysis,37,How would you estimate the relative age (%) of a capitalized asset?,Relative Age (%) = Accumulated Depreciation / Ending Gross Investment,EndOfLine
3706,510,,Financial Statement Analysis,37,How would you estimate the average depreciable life of fixed assets in a company?,Average Depreciable Life = Ending Gross Investment / Depreciation Expense,EndOfLine
3707,511,,Financial Statement Analysis,37,How would you estimate the approximate age (in years) of a firm's fixed assets?,Average Age = Accumulated Depreciation / Depreciation Expense,EndOfLine
3708,512,,Financial Statement Analysis,37,Which balance sheet elements are affected by impairment write-downs?,"Impairment write-downs result in reductions in the: 1) carrying value of plant, property, and equipment, 2) deferred tax liabilities, and 3) stock holders' equity.",EndOfLine
3709,513,,Financial Statement Analysis,37,What is an asset retirement obligation?,An asset retirement obligation (ARO) is a legal obligation to remedy environmental damage that results from business operations. One such obligation is the removal of toxic wastes caused by production.,EndOfLine
3710,514,,Financial Statement Analysis,37,How does an ARO affect the assets account?,An ARO increases the carrying value of fixed assets by the amount equal to the ARO's initial liability. This amount is then depreciated over the assets' useful life.,EndOfLine
3711,515,,Financial Statement Analysis,37,How is an ARO treated over the useful life of related fixed assets? ,"The ARO is recognized at acquisition. The initial ARO liability is carried at market value, or fair value - the present value of all future expected cash flows required to resolve the obligation. Each year as the ARO matures, the company must recognize accretion expense in the income statement (at the discount rate). The initial ARO liability is also recognized in the carrying value of the assets at acquisition and is depreciated along with the assets, themselves.",EndOfLine
3800,516,,Financial Statement Analysis,38,What is taxable income?,This is the income subject to tax according to the tax return.,EndOfLine
3801,517,,Financial Statement Analysis,38,What are taxes payable?,This is the amount owed as tax according to the tax return. SFAS 109 calls this the current tax expense.,EndOfLine
3802,518,,Financial Statement Analysis,38,What is income tax paid?,This is the actual amount paid by a firm for income taxes. This amount may include payments (or refunds) for prior years.,EndOfLine
3803,519,,Financial Statement Analysis,38,What is tax loss carryforward?,"This is the loss, shown on the tax return that can be carried forward to reduce taxable income in future years.",EndOfLine
3804,520,,Financial Statement Analysis,38,What is pretax income?,"This is the income shown on financial statements, before income tax expense.",EndOfLine
3805,521,,Financial Statement Analysis,38,What is income tax expense?,"This is the tax expense on current period pretax income, as determined in the financial statements. Income tax expense includes taxes payable and deferred income tax expense.",EndOfLine
3806,522,,Financial Statement Analysis,38,What is deferred income tax expense?,"This is the amount paid (or received) in future years to reverse deferred income taxes. That is, when deferred taxes result in future cash outflows, those outflows are deferred income tax expenses. ",EndOfLine
3807,523,,Financial Statement Analysis,38,What is a deferred tax asset?,This is the balance sheet amount of net deferred taxes when that amount is a debit to the liability account.,EndOfLine
3808,524,,Financial Statement Analysis,38,What is a deferred tax liability?,This is the balance sheet amount of net deferred taxes when that amount is a credit to the liability account.,EndOfLine
3809,525,,Financial Statement Analysis,38,What is a valuation allowance?,"This is a money reserve maintained in the likelihood that deferred tax assets will not be realized, for instance if a tax loss carryforwards is never applied to future income (if, say, the firm consistently lost money in future years).",EndOfLine
3810,526,,Financial Statement Analysis,38,What is a timing difference in income tax accounting?,"This is the difference between the carrying amount of a transaction as treated in tax returns versus in financial statements. For instance, different depreciation methods result in timing differences.",EndOfLine
3811,527,,Financial Statement Analysis,38,What is a temporary difference in income tax accounting?,Temporary differences are differences between the carrying amount of an asset or liability recognized in the balance sheet and the amount attributed to that asset or liability for tax purposes.,EndOfLine
3812,528,,Financial Statement Analysis,38,How would lower future tax rates affect deferred tax liabilities?,Lower future tax rates would reduce both deferred tax liabilities and assets; an adjustment for that reduction would have to be included in current-period income tax expense.,EndOfLine
3813,529,,Financial Statement Analysis,38,How would the growth rate of a firm affect its deferred tax liabilities?,Faster growing firms presumably invest ever-increasing amounts on fixed assets and the equipment required to expand operations. This results in larger deferred tax liabilities over time as long as the company is using accelerated depreciation methods in its tax returns (as is the norm).,EndOfLine
3814,530,,Financial Statement Analysis,38,When should a deferred tax liability be moved to the equity account?,The transition to the equity account should occur when those deferred taxes are expected never to be paid or recovered.,EndOfLine
3815,531,,Financial Statement Analysis,38,What is the reported effective tax rate of a company?,Reported Effective Tax Rate = Income Tax Expense / Pretax Income,EndOfLine
3816,532,,Financial Statement Analysis,38,What is a statutory tax rate?,A statutory tax rate is the legally imposed rate. A company's effective tax rate may be above or below the statutory rate.,EndOfLine
3900,533,,Financial Statement Analysis,39,What are the two types of current liabilities that arise from operating activities?,1. A company can have trade liabilities that result from credit terms granted to the company by its suppliers or employees. NLN2. The company can receive advances from customers for future purchases.,EndOfLine
3901,534,,Financial Statement Analysis,39,What else is included in interest expense on a bond issued at discount?,The amortization of the discount is included in interest expense.,EndOfLine
3902,535,,Financial Statement Analysis,39,"If a company issues fixed-rate debt prior to an increase in market rates, does the company experience a gain or loss?","The company experiences a gain since the market value of the debt, or the present value of future fixed cash payments, would decrease.",EndOfLine
3903,536,,Financial Statement Analysis,39,What is an embedded interest rate?,An embedded interest rate is the weighted average outstanding coupon rate of debt issued at various times.,EndOfLine
3904,537,,Financial Statement Analysis,39,What is a callable bond?,"A callable bond is one which gives the issuer the right to buy back (call) the bond from bondholders when predetermined conditions are met, such as at specific times or market prices.",EndOfLine
3905,538,,Financial Statement Analysis,39,What is defeasance?,This is when the issuer sets aside other income-producing securities sufficient to make all remaining cash payments of principle and interest. This in effect removes the existing liability without pre-paying the existing notes.,EndOfLine
3906,539,,Financial Statement Analysis,39,What is a debt covenant?,A debt covenant is a legal agreement between a company and its creditors that restricts certain activities by the debtor in order to protect the interests of the creditor. A firm in violation of its covenants is in technical default. ,EndOfLine
3907,540,,Financial Statement Analysis,39,What is the effective interest method of financial reporting?,"When a note is issued at premium or discount, interest on the note is determined by the market rate at the time of issue, not the coupon rate. The difference between the coupon payment and this interest payment is the annual amortization of the premium (or discount). This is the effective interest method.",EndOfLine
3908,541,,Financial Statement Analysis,39,What are the effects of a zero-coupon bond on a firm's cash flow over the life of the note?,"While there are no cash outflows on the note until its maturity, adjustments should be made to CFO to account for the amortization of the deep discount/full coupon eventually due.",EndOfLine
3910,542,,Financial Statement Analysis,39,What are the effects of variable-rate debt on a firm's cash flow?,"Variable rate debt is typically engineered to trade at face value because coupon payments fluctuate in line with the market interest rate of the note. Therefore, cash flows do not need to be adjusted since the note was not sold at a premium or discount.",EndOfLine
4000,543,,Financial Statement Analysis,40,What is an operating lease?,"An operating lease is used when a company rents equipment for only part of the assets useful life, and the company makes rental payments to the lessor and records rental expenses in its income statement.",EndOfLine
4001,544,,Financial Statement Analysis,40,What is a capital or finance lease?,"This type of lease is used when the lessee uses the asset for most of its useful life or when it owns substantially all of the risks and rewards that result from owning the asset. In the case of a capital lease, the asset and associated liability is kept in the balance sheet; lease payments are treated as payments of principle and interest, and the asset is depreciated.",EndOfLine
4002,545,,Financial Statement Analysis,40,Firms with higher tax rates would rather use capital or operating leases?,Firms with higher effective tax rates would opt for capital leases because they can deduct both payments on the liability as well as depreciation on the asset.,EndOfLine
4003,546,,Financial Statement Analysis,40,"Which results in lower asset turnover, an operating lease or a capital lease?",A capital lease results in lower asset turnover because assets increase.,EndOfLine
4004,547,,Financial Statement Analysis,40,How does a capital lease effect working capital?,A capital lease reduces working capital.,EndOfLine
4005,548,,Financial Statement Analysis,40,How does a capital lease effect leverage ratios?,Capital leases increase noncurrent and current liabilities and assets. This increases debt-to-equity and other leverage ratios.,EndOfLine
4006,549,,Financial Statement Analysis,40,What is the most common type of off-balance-sheet financing?,Operating leases are the most common-type of off-balance-sheet financing.,EndOfLine
4100,550,,Financial Statement Analysis,41,Common-size financial statements are appropriate in what type of comparisons?,Common-size financial statements allow for easier comparison of financial data across firms and over time.,EndOfLine
4101,551,,Financial Statement Analysis,41,What are the limitations of financial ratios?,1. They are not useful when viewed in isolation. They must be compared to other firms or over time. NLN2. They are difficult to compare with other firms when the firms use different accounting methods or abide by different standards. NLN3. They are difficult to use for firms in multiple industries.,EndOfLine
4102,552,,Financial Statement Analysis,41,What are activity ratios?,"Activity ratios measure the efficiency with which a company performs its daily operations, such as the collection of receivables and the management of inventory.",EndOfLine
4103,553,,Financial Statement Analysis,41,What are liquidity ratios?,Liquidity ratios measure the ability with which a company can meet its short-term obligations.,EndOfLine
4104,554,,Financial Statement Analysis,41,What are solvency ratios?,Solvency ratios measure the ability with which a company can meet its long-term obligations. Some such ratios are also referred to as leverage ratios and long-term debt ratios.,EndOfLine
4105,555,,Financial Statement Analysis,41,What are profitability ratios?,Profitability ratios measure the ability with which a company can generate profitable sales from its resources (assets).,EndOfLine
4106,556,,Financial Statement Analysis,41,What are valuation ratios?,Valuation ratios measure the value (in various terms) of a specified claim of ownership in an enterprise.,EndOfLine
4107,557,,Financial Statement Analysis,41,What is total asset turnover?,Total Asset Turnover = Net Sales / Average Total Net Assets,EndOfLine
4108,558,,Financial Statement Analysis,41,What is fixed asset turnover?,Fixed Asset Turnover = Net Sales / Average Total Net Assets,EndOfLine
4109,559,,Financial Statement Analysis,41,What is the equity turnover equation?,"Equity Turnover = Net Sales / Average Equity NLNNote: Equity includes all preferred and common stock, paid-in capital, and retained earnings.",EndOfLine
4110,560,,Financial Statement Analysis,41,What is the inventory turnover ratio?,Inventory Turnover = COGS / Average Inventory,EndOfLine
4112,561,,Financial Statement Analysis,41,What is the receivable turnover ratio?,Receivable Turnover = Revenue / Average Receivables,EndOfLine
4113,562,,Financial Statement Analysis,41,What is days of sales outstanding (DSO)?,DSO = Number of Days in Period / Receivables Turnover,EndOfLine
4114,563,,Financial Statement Analysis,41,What is the working capital turnover ratio?,Working Capital Turnover = Revenue / Average Working Capital,EndOfLine
4117,564,,Financial Statement Analysis,41,What is the cash ratio?,Cash Ratio = (Cash + Short-Term Marketable Investments) / Current Liabilities,EndOfLine
4118,565,,Financial Statement Analysis,41,What is the defensive interval ratio?,Defensive Interval Ratio = (Cash + Short-Term Marketable Investments + Receivables) / Daily Cash Expenditures,EndOfLine
4120,566,,Financial Statement Analysis,41,What is the financial leverage ratio?,Financial Leverage Ratio = Average Total Assets / Average Total Equity,EndOfLine
4121,567,,Financial Statement Analysis,41,What is the interest coverage ratio?,Interest Coverage = EBIT / Interest Payments,EndOfLine
4122,568,,Financial Statement Analysis,41,What is the fixed charge coverage ratio?,Fixed Charge Coverage = (EBIT + Lease Payments) / (Interest Payments + Lease Payments),EndOfLine
4123,569,,Financial Statement Analysis,41,Solvency ratios are primarily what two types of ratios?,Solvency ratios primarily include debt ratios (such as the financial leverage ratio or the debt-to-equity ratio) and coverage ratios (such as the interest coverage ratio).,EndOfLine
